Unit Name,Country,Status,Type,Latest Reference Unit Power(net),Construction Date,Grid Date,Commercial Date
MONJU,JAPAN,Long-term Shutdown,FBR  ,246,1986-05-10,1995-08-29,
SANTA MARIA DE GARONA,SPAIN,Long-term Shutdown,BWR  ,446,1966-09-01,1971-03-02,1971-05-11
ATUCHA-1,ARGENTINA,Operational,PHWR ,335,1968-06-01,1974-03-19,1974-06-24
ATUCHA-2,ARGENTINA,Operational,PHWR ,692,1981-07-14,2014-06-27,
EMBALSE,ARGENTINA,Operational,PHWR ,600,1974-04-01,1983-04-25,1984-01-20
ARMENIAN-2,ARMENIA,Operational,PWR  ,375,1975-07-01,1980-01-05,1980-05-03
DOEL-1,BELGIUM,Operational,PWR  ,433,1969-07-01,1974-08-28,1975-02-15
DOEL-2,BELGIUM,Operational,PWR  ,433,1971-09-01,1975-08-21,1975-12-01
DOEL-3,BELGIUM,Operational,PWR  ,1006,1975-01-01,1982-06-23,1982-10-01
DOEL-4,BELGIUM,Operational,PWR  ,1033,1978-12-01,1985-04-08,1985-07-01
TIHANGE-1,BELGIUM,Operational,PWR  ,962,1970-06-01,1975-03-07,1975-10-01
TIHANGE-2,BELGIUM,Operational,PWR  ,1008,1976-04-01,1982-10-13,1983-06-01
TIHANGE-3,BELGIUM,Operational,PWR  ,1038,1978-11-01,1985-06-15,1985-09-01
ANGRA-1,BRAZIL,Operational,PWR  ,609,1971-05-01,1982-04-01,1985-01-01
ANGRA-2,BRAZIL,Operational,PWR  ,1275,1976-01-01,2000-07-21,2001-02-01
KOZLODUY-5,BULGARIA,Operational,PWR  ,963,1980-07-09,1987-11-29,1988-12-23
KOZLODUY-6,BULGARIA,Operational,PWR  ,963,1982-04-01,1991-08-02,1993-12-30
BRUCE-1,CANADA,Operational,PHWR ,760,1971-06-01,1977-01-14,1977-09-01
BRUCE-2,CANADA,Operational,PHWR ,730,1970-12-01,1976-09-04,1977-09-01
BRUCE-3,CANADA,Operational,PHWR ,750,1972-07-01,1977-12-12,1978-02-01
BRUCE-4,CANADA,Operational,PHWR ,750,1972-09-01,1978-12-21,1979-01-18
BRUCE-5,CANADA,Operational,PHWR ,817,1978-06-01,1984-12-02,1985-03-01
BRUCE-6,CANADA,Operational,PHWR ,817,1978-01-01,1984-06-26,1984-09-14
BRUCE-7,CANADA,Operational,PHWR ,817,1979-05-01,1986-02-22,1986-04-10
BRUCE-8,CANADA,Operational,PHWR ,817,1979-08-01,1987-03-09,1987-05-22
DARLINGTON-1,CANADA,Operational,PHWR ,878,1982-04-01,1990-12-19,1992-11-14
DARLINGTON-2,CANADA,Operational,PHWR ,878,1981-09-01,1990-01-15,1990-10-09
DARLINGTON-3,CANADA,Operational,PHWR ,878,1984-09-01,1992-12-07,1993-02-14
DARLINGTON-4,CANADA,Operational,PHWR ,878,1985-07-01,1993-04-17,1993-06-14
PICKERING-1,CANADA,Operational,PHWR ,515,1966-06-01,1971-04-04,1971-07-29
PICKERING-4,CANADA,Operational,PHWR ,515,1968-05-01,1973-05-21,1973-06-17
PICKERING-5,CANADA,Operational,PHWR ,516,1974-11-01,1982-12-19,1983-05-10
PICKERING-6,CANADA,Operational,PHWR ,516,1975-10-01,1983-11-08,1984-02-01
PICKERING-7,CANADA,Operational,PHWR ,516,1976-03-01,1984-11-17,1985-01-01
PICKERING-8,CANADA,Operational,PHWR ,516,1976-09-01,1986-01-21,1986-02-28
POINT LEPREAU,CANADA,Operational,PHWR ,660,1975-05-01,1982-09-11,1983-02-01
CEFR,CHINA,Operational,FBR  ,20,2000-05-10,2011-07-21,
CHANGJIANG-1,CHINA,Operational,PWR  ,610,2010-04-25,2015-11-07,
DAYA BAY-1,CHINA,Operational,PWR  ,944,1987-08-07,1993-08-31,1994-02-01
DAYA BAY-2,CHINA,Operational,PWR  ,944,1988-04-07,1994-02-07,1994-05-06
FANGCHENGGANG-1,CHINA,Operational,PWR  ,1000,2010-07-30,2015-10-25,
FANGJIASHAN-1,CHINA,Operational,PWR  ,1000,2008-12-26,2014-11-04,2014-12-15
FANGJIASHAN-2,CHINA,Operational,PWR  ,1000,2009-07-17,2015-01-12,2015-02-12
FUQING-1,CHINA,Operational,PWR  ,1000,2008-11-21,2014-08-20,2014-11-22
FUQING-2,CHINA,Operational,PWR  ,1000,2009-06-17,2015-08-06,2015-10-16
HONGYANHE-1,CHINA,Operational,PWR  ,1061,2007-08-18,2013-02-17,2013-06-06
HONGYANHE-2,CHINA,Operational,PWR  ,1061,2008-03-28,2013-11-23,2014-05-13
HONGYANHE-3,CHINA,Operational,PWR  ,1000,2009-03-07,2015-03-23,2015-08-16
LING AO-1,CHINA,Operational,PWR  ,950,1997-05-15,2002-02-26,2002-05-28
LING AO-2,CHINA,Operational,PWR  ,950,1997-11-28,2002-09-14,2003-01-08
LING AO-3,CHINA,Operational,PWR  ,1007,2005-12-15,2010-07-15,2010-09-15
LING AO-4,CHINA,Operational,PWR  ,1007,2006-06-15,2011-05-03,2011-08-07
NINGDE-1,CHINA,Operational,PWR  ,1018,2008-02-18,2012-12-28,2013-04-15
NINGDE-2,CHINA,Operational,PWR  ,1018,2008-11-12,2014-01-04,2014-05-04
NINGDE-3,CHINA,Operational,PWR  ,1018,2010-01-08,2015-03-21,2015-06-10
QINSHAN 2-1,CHINA,Operational,PWR  ,610,1996-06-02,2002-02-06,2002-04-15
QINSHAN 2-2,CHINA,Operational,PWR  ,610,1997-04-01,2004-03-11,2004-05-03
QINSHAN 2-3,CHINA,Operational,PWR  ,619,2006-04-28,2010-08-01,2010-10-05
QINSHAN 2-4,CHINA,Operational,PWR  ,610,2007-01-28,2011-11-25,2011-12-30
QINSHAN 3-1,CHINA,Operational,PHWR ,677,1998-06-08,2002-11-19,2002-12-31
QINSHAN 3-2,CHINA,Operational,PHWR ,677,1998-09-25,2003-06-12,2003-07-24
QINSHAN-1,CHINA,Operational,PWR  ,298,1985-03-20,1991-12-15,1994-04-01
TIANWAN-1,CHINA,Operational,PWR  ,990,1999-10-20,2006-05-12,2007-05-17
TIANWAN-2,CHINA,Operational,PWR  ,990,2000-09-20,2007-05-14,2007-08-16
YANGJIANG-1,CHINA,Operational,PWR  ,1000,2008-12-16,2013-12-31,2014-03-25
YANGJIANG-2,CHINA,Operational,PWR  ,1000,2009-06-04,2015-03-10,2015-06-05
YANGJIANG-3,CHINA,Operational,PWR  ,1000,2010-11-15,2015-10-18,
DUKOVANY-1,CZECH REPUBLIC,Operational,PWR  ,468,1979-01-01,1985-02-24,1985-05-03
DUKOVANY-2,CZECH REPUBLIC,Operational,PWR  ,471,1979-01-01,1986-01-30,1986-03-21
DUKOVANY-3,CZECH REPUBLIC,Operational,PWR  ,468,1979-03-01,1986-11-14,1986-12-20
DUKOVANY-4,CZECH REPUBLIC,Operational,PWR  ,471,1979-03-01,1987-06-11,1987-07-19
TEMELIN-1,CZECH REPUBLIC,Operational,PWR  ,1023,1987-02-01,2000-12-21,2002-06-10
TEMELIN-2,CZECH REPUBLIC,Operational,PWR  ,1003,1987-02-01,2002-12-29,2003-04-18
LOVIISA-1,FINLAND,Operational,PWR  ,496,1971-05-01,1977-02-08,1977-05-09
LOVIISA-2,FINLAND,Operational,PWR  ,496,1972-08-01,1980-11-04,1981-01-05
OLKILUOTO-1,FINLAND,Operational,BWR  ,880,1974-02-01,1978-09-02,1979-10-10
OLKILUOTO-2,FINLAND,Operational,BWR  ,880,1975-11-01,1980-02-18,1982-07-10
BELLEVILLE-1,FRANCE,Operational,PWR  ,1310,1980-05-01,1987-10-14,1988-06-01
BELLEVILLE-2,FRANCE,Operational,PWR  ,1310,1980-08-01,1988-07-06,1989-01-01
BLAYAIS-1,FRANCE,Operational,PWR  ,910,1977-01-01,1981-06-12,1981-12-01
BLAYAIS-2,FRANCE,Operational,PWR  ,910,1977-01-01,1982-07-17,1983-02-01
BLAYAIS-3,FRANCE,Operational,PWR  ,910,1978-04-01,1983-08-17,1983-11-14
BLAYAIS-4,FRANCE,Operational,PWR  ,910,1978-04-01,1983-05-16,1983-10-01
BUGEY-2,FRANCE,Operational,PWR  ,910,1972-11-01,1978-05-10,1979-03-01
BUGEY-3,FRANCE,Operational,PWR  ,910,1973-09-01,1978-09-21,1979-03-01
BUGEY-4,FRANCE,Operational,PWR  ,880,1974-06-01,1979-03-08,1979-07-01
BUGEY-5,FRANCE,Operational,PWR  ,880,1974-07-01,1979-07-31,1980-01-03
CATTENOM-1,FRANCE,Operational,PWR  ,1300,1979-10-29,1986-11-13,1987-04-01
CATTENOM-2,FRANCE,Operational,PWR  ,1300,1980-07-28,1987-09-17,1988-02-01
CATTENOM-3,FRANCE,Operational,PWR  ,1300,1982-06-15,1990-07-06,1991-02-01
CATTENOM-4,FRANCE,Operational,PWR  ,1300,1983-09-28,1991-05-27,1992-01-01
CHINON B-1,FRANCE,Operational,PWR  ,905,1977-03-01,1982-11-30,1984-02-01
CHINON B-2,FRANCE,Operational,PWR  ,905,1977-03-01,1983-11-29,1984-08-01
CHINON B-3,FRANCE,Operational,PWR  ,905,1980-10-01,1986-10-20,1987-03-04
CHINON B-4,FRANCE,Operational,PWR  ,905,1981-02-01,1987-11-14,1988-04-01
CHOOZ B-1,FRANCE,Operational,PWR  ,1500,1984-01-01,1996-08-30,2000-05-15
CHOOZ B-2,FRANCE,Operational,PWR  ,1500,1985-12-31,1997-04-10,2000-09-29
CIVAUX-1,FRANCE,Operational,PWR  ,1495,1988-10-15,1997-12-24,2002-01-29
CIVAUX-2,FRANCE,Operational,PWR  ,1495,1991-04-01,1999-12-24,2002-04-23
CRUAS-1,FRANCE,Operational,PWR  ,915,1978-08-01,1983-04-29,1984-04-02
CRUAS-2,FRANCE,Operational,PWR  ,915,1978-11-15,1984-09-06,1985-04-01
CRUAS-3,FRANCE,Operational,PWR  ,915,1979-04-15,1984-05-14,1984-09-10
CRUAS-4,FRANCE,Operational,PWR  ,915,1979-10-01,1984-10-27,1985-02-11
DAMPIERRE-1,FRANCE,Operational,PWR  ,890,1975-02-01,1980-03-23,1980-09-10
DAMPIERRE-2,FRANCE,Operational,PWR  ,890,1975-04-01,1980-12-10,1981-02-16
DAMPIERRE-3,FRANCE,Operational,PWR  ,890,1975-09-01,1981-01-30,1981-05-27
DAMPIERRE-4,FRANCE,Operational,PWR  ,890,1975-12-01,1981-08-18,1981-11-20
FESSENHEIM-1,FRANCE,Operational,PWR  ,880,1971-09-01,1977-04-06,1978-01-01
FESSENHEIM-2,FRANCE,Operational,PWR  ,880,1972-02-01,1977-10-07,1978-04-01
FLAMANVILLE-1,FRANCE,Operational,PWR  ,1330,1979-12-01,1985-12-04,1986-12-01
FLAMANVILLE-2,FRANCE,Operational,PWR  ,1330,1980-05-01,1986-07-18,1987-03-09
GOLFECH-1,FRANCE,Operational,PWR  ,1310,1982-11-17,1990-06-07,1991-02-01
GOLFECH-2,FRANCE,Operational,PWR  ,1310,1984-10-01,1993-06-18,1994-03-04
GRAVELINES-1,FRANCE,Operational,PWR  ,910,1975-02-01,1980-03-13,1980-11-25
GRAVELINES-2,FRANCE,Operational,PWR  ,910,1975-03-01,1980-08-26,1980-12-01
GRAVELINES-3,FRANCE,Operational,PWR  ,910,1975-12-01,1980-12-12,1981-06-01
GRAVELINES-4,FRANCE,Operational,PWR  ,910,1976-04-01,1981-06-14,1981-10-01
GRAVELINES-5,FRANCE,Operational,PWR  ,910,1979-10-01,1984-08-28,1985-01-15
GRAVELINES-6,FRANCE,Operational,PWR  ,910,1979-10-01,1985-08-01,1985-10-25
NOGENT-1,FRANCE,Operational,PWR  ,1310,1981-05-26,1987-10-21,1988-02-24
NOGENT-2,FRANCE,Operational,PWR  ,1310,1982-01-01,1988-12-14,1989-05-01
PALUEL-1,FRANCE,Operational,PWR  ,1330,1977-08-15,1984-06-22,1985-12-01
PALUEL-2,FRANCE,Operational,PWR  ,1330,1978-01-01,1984-09-14,1985-12-01
PALUEL-3,FRANCE,Operational,PWR  ,1330,1979-02-01,1985-09-30,1986-02-01
PALUEL-4,FRANCE,Operational,PWR  ,1330,1980-02-01,1986-04-11,1986-06-01
PENLY-1,FRANCE,Operational,PWR  ,1330,1982-09-01,1990-05-04,1990-12-01
PENLY-2,FRANCE,Operational,PWR  ,1330,1984-08-01,1992-02-04,1992-11-01
ST. ALBAN-1,FRANCE,Operational,PWR  ,1335,1979-01-29,1985-08-30,1986-05-01
ST. ALBAN-2,FRANCE,Operational,PWR  ,1335,1979-07-31,1986-07-03,1987-03-01
ST. LAURENT B-1,FRANCE,Operational,PWR  ,915,1976-05-01,1981-01-21,1983-08-01
ST. LAURENT B-2,FRANCE,Operational,PWR  ,915,1976-07-01,1981-06-01,1983-08-01
TRICASTIN-1,FRANCE,Operational,PWR  ,915,1974-11-01,1980-05-31,1980-12-01
TRICASTIN-2,FRANCE,Operational,PWR  ,915,1974-12-01,1980-08-07,1980-12-01
TRICASTIN-3,FRANCE,Operational,PWR  ,915,1975-04-01,1981-02-10,1981-05-11
TRICASTIN-4,FRANCE,Operational,PWR  ,915,1975-05-01,1981-06-12,1981-11-01
BROKDORF,GERMANY,Operational,PWR  ,1410,1976-01-01,1986-10-14,1986-12-22
EMSLAND,GERMANY,Operational,PWR  ,1335,1982-08-10,1988-04-19,1988-06-20
GROHNDE,GERMANY,Operational,PWR  ,1360,1976-06-01,1984-09-05,1985-02-01
GUNDREMMINGEN-B,GERMANY,Operational,BWR  ,1284,1976-07-20,1984-03-16,1984-07-19
GUNDREMMINGEN-C,GERMANY,Operational,BWR  ,1288,1976-07-20,1984-11-02,1985-01-18
ISAR-2,GERMANY,Operational,PWR  ,1410,1982-09-15,1988-01-22,1988-04-09
NECKARWESTHEIM-2,GERMANY,Operational,PWR  ,1310,1982-11-09,1989-01-03,1989-04-15
PHILIPPSBURG-2,GERMANY,Operational,PWR  ,1402,1977-07-07,1984-12-17,1985-04-18
PAKS-1,HUNGARY,Operational,PWR  ,470,1974-08-01,1982-12-28,1983-08-10
PAKS-2,HUNGARY,Operational,PWR  ,473,1974-08-01,1984-09-06,1984-11-14
PAKS-3,HUNGARY,Operational,PWR  ,473,1979-10-01,1986-09-28,1986-12-01
PAKS-4,HUNGARY,Operational,PWR  ,473,1979-10-01,1987-08-16,1987-11-01
KAIGA-1,INDIA,Operational,PHWR ,202,1989-09-01,2000-10-12,2000-11-16
KAIGA-2,INDIA,Operational,PHWR ,202,1989-12-01,1999-12-02,2000-03-16
KAIGA-3,INDIA,Operational,PHWR ,202,2002-03-30,2007-04-11,2007-05-06
KAIGA-4,INDIA,Operational,PHWR ,202,2002-05-10,2011-01-19,2011-01-20
KAKRAPAR-1,INDIA,Operational,PHWR ,202,1984-12-01,1992-11-24,1993-05-06
KAKRAPAR-2,INDIA,Operational,PHWR ,202,1985-04-01,1995-03-04,1995-09-01
KUDANKULAM-1,INDIA,Operational,PWR  ,917,2002-03-31,2013-10-22,2014-12-31
MADRAS-1,INDIA,Operational,PHWR ,205,1971-01-01,1983-07-23,1984-01-27
MADRAS-2,INDIA,Operational,PHWR ,205,1972-10-01,1985-09-20,1986-03-21
NARORA-1,INDIA,Operational,PHWR ,202,1976-12-01,1989-07-29,1991-01-01
NARORA-2,INDIA,Operational,PHWR ,202,1977-11-01,1992-01-05,1992-07-01
RAJASTHAN-1,INDIA,Operational,PHWR ,90,1965-08-01,1972-11-30,1973-12-16
RAJASTHAN-2,INDIA,Operational,PHWR ,187,1968-04-01,1980-11-01,1981-04-01
RAJASTHAN-3,INDIA,Operational,PHWR ,202,1990-02-01,2000-03-10,2000-06-01
RAJASTHAN-4,INDIA,Operational,PHWR ,202,1990-10-01,2000-11-17,2000-12-23
RAJASTHAN-5,INDIA,Operational,PHWR ,202,2002-09-18,2009-12-22,2010-02-04
RAJASTHAN-6,INDIA,Operational,PHWR ,202,2003-01-20,2010-03-28,2010-03-31
TARAPUR-1,INDIA,Operational,BWR  ,150,1964-10-01,1969-04-01,1969-10-28
TARAPUR-2,INDIA,Operational,BWR  ,150,1964-10-01,1969-05-05,1969-10-28
TARAPUR-3,INDIA,Operational,PHWR ,490,2000-05-12,2006-06-15,2006-08-18
TARAPUR-4,INDIA,Operational,PHWR ,490,2000-03-08,2005-06-04,2005-09-12
BUSHEHR-1,"IRAN, ISLAMIC REPUBLIC OF",Operational,PWR  ,915,1975-05-01,2011-09-03,2013-09-23
FUKUSHIMA-DAINI-1,JAPAN,Operational,BWR  ,1067,1976-03-16,1981-07-31,1982-04-20
FUKUSHIMA-DAINI-2,JAPAN,Operational,BWR  ,1067,1979-05-25,1983-06-23,1984-02-03
FUKUSHIMA-DAINI-3,JAPAN,Operational,BWR  ,1067,1981-03-23,1984-12-14,1985-06-21
FUKUSHIMA-DAINI-4,JAPAN,Operational,BWR  ,1067,1981-05-28,1986-12-17,1987-08-25
GENKAI-2,JAPAN,Operational,PWR  ,529,1977-02-01,1980-06-03,1981-03-30
GENKAI-3,JAPAN,Operational,PWR  ,1127,1988-06-01,1993-06-15,1994-03-18
GENKAI-4,JAPAN,Operational,PWR  ,1127,1992-07-15,1996-11-12,1997-07-25
HAMAOKA-3,JAPAN,Operational,BWR  ,1056,1983-04-18,1987-01-20,1987-08-28
HAMAOKA-4,JAPAN,Operational,BWR  ,1092,1989-10-13,1993-01-27,1993-09-03
HAMAOKA-5,JAPAN,Operational,BWR  ,1325,2000-07-12,2004-04-30,2005-01-18
HIGASHI DORI-1 (TOHOKU),JAPAN,Operational,BWR  ,1067,2000-11-07,2005-03-09,2005-12-08
IKATA-1,JAPAN,Operational,PWR  ,538,1973-09-01,1977-02-17,1977-09-30
IKATA-2,JAPAN,Operational,PWR  ,538,1978-08-01,1981-08-19,1982-03-19
IKATA-3,JAPAN,Operational,PWR  ,846,1990-10-01,1994-03-29,1994-12-15
KASHIWAZAKI KARIWA-1,JAPAN,Operational,BWR  ,1067,1980-06-05,1985-02-13,1985-09-18
KASHIWAZAKI KARIWA-2,JAPAN,Operational,BWR  ,1067,1985-11-18,1990-02-08,1990-09-28
KASHIWAZAKI KARIWA-3,JAPAN,Operational,BWR  ,1067,1989-03-07,1992-12-08,1993-08-11
KASHIWAZAKI KARIWA-4,JAPAN,Operational,BWR  ,1067,1990-03-05,1993-12-21,1994-08-11
KASHIWAZAKI KARIWA-5,JAPAN,Operational,BWR  ,1067,1985-06-20,1989-09-12,1990-04-10
KASHIWAZAKI KARIWA-6,JAPAN,Operational,BWR  ,1315,1992-11-03,1996-01-29,1996-11-07
KASHIWAZAKI KARIWA-7,JAPAN,Operational,BWR  ,1315,1993-07-01,1996-12-17,1997-07-02
MIHAMA-3,JAPAN,Operational,PWR  ,780,1972-08-07,1976-02-19,1976-12-01
OHI-1,JAPAN,Operational,PWR  ,1120,1972-10-26,1977-12-23,1979-03-27
OHI-2,JAPAN,Operational,PWR  ,1120,1972-12-08,1978-10-11,1979-12-05
OHI-3,JAPAN,Operational,PWR  ,1127,1987-10-03,1991-06-07,1991-12-18
OHI-4,JAPAN,Operational,PWR  ,1127,1988-06-13,1992-06-19,1993-02-02
ONAGAWA-1,JAPAN,Operational,BWR  ,498,1980-07-08,1983-11-18,1984-06-01
ONAGAWA-2,JAPAN,Operational,BWR  ,796,1991-04-12,1994-12-23,1995-07-28
ONAGAWA-3,JAPAN,Operational,BWR  ,796,1998-01-23,2001-05-30,2002-01-30
SENDAI-1,JAPAN,Operational,PWR  ,846,1979-12-15,1983-09-16,1984-07-04
SENDAI-2,JAPAN,Operational,PWR  ,846,1981-10-12,1985-04-05,1985-11-28
SHIKA-1,JAPAN,Operational,BWR  ,505,1989-07-01,1993-01-12,1993-07-30
SHIKA-2,JAPAN,Operational,BWR  ,1108,2001-08-20,2005-07-04,2006-03-15
SHIMANE-2,JAPAN,Operational,BWR  ,789,1985-02-02,1988-07-11,1989-02-10
TAKAHAMA-1,JAPAN,Operational,PWR  ,780,1970-04-25,1974-03-27,1974-11-14
TAKAHAMA-2,JAPAN,Operational,PWR  ,780,1971-03-09,1975-01-17,1975-11-14
TAKAHAMA-3,JAPAN,Operational,PWR  ,830,1980-12-12,1984-05-09,1985-01-17
TAKAHAMA-4,JAPAN,Operational,PWR  ,830,1981-03-19,1984-11-01,1985-06-05
TOKAI-2,JAPAN,Operational,BWR  ,1060,1973-10-03,1978-03-13,1978-11-28
TOMARI-1,JAPAN,Operational,PWR  ,550,1985-04-18,1988-12-06,1989-06-22
TOMARI-2,JAPAN,Operational,PWR  ,550,1985-06-13,1990-08-27,1991-04-12
TOMARI-3,JAPAN,Operational,PWR  ,866,2004-11-18,2009-03-20,2009-12-22
TSURUGA-2,JAPAN,Operational,PWR  ,1108,1982-11-06,1986-06-19,1987-02-17
HANBIT-1,"KOREA, REPUBLIC OF",Operational,PWR  ,995,1981-06-04,1986-03-05,1986-08-25
HANBIT-2,"KOREA, REPUBLIC OF",Operational,PWR  ,977,1981-12-10,1986-11-11,1987-06-10
HANBIT-3,"KOREA, REPUBLIC OF",Operational,PWR  ,1000,1989-12-23,1994-10-30,1995-03-31
HANBIT-4,"KOREA, REPUBLIC OF",Operational,PWR  ,998,1990-05-26,1995-07-18,1996-01-01
HANBIT-5,"KOREA, REPUBLIC OF",Operational,PWR  ,998,1997-06-29,2001-12-19,2002-05-21
HANBIT-6,"KOREA, REPUBLIC OF",Operational,PWR  ,993,1997-11-20,2002-09-16,2002-12-24
HANUL-1,"KOREA, REPUBLIC OF",Operational,PWR  ,966,1983-01-26,1988-04-07,1988-09-10
HANUL-2,"KOREA, REPUBLIC OF",Operational,PWR  ,967,1983-07-05,1989-04-14,1989-09-30
HANUL-3,"KOREA, REPUBLIC OF",Operational,PWR  ,997,1993-07-21,1998-01-06,1998-08-11
HANUL-4,"KOREA, REPUBLIC OF",Operational,PWR  ,999,1993-11-01,1998-12-28,1999-12-31
HANUL-5,"KOREA, REPUBLIC OF",Operational,PWR  ,998,1999-10-01,2003-12-18,2004-07-29
HANUL-6,"KOREA, REPUBLIC OF",Operational,PWR  ,997,2000-09-29,2005-01-07,2005-04-22
KORI-1,"KOREA, REPUBLIC OF",Operational,PWR  ,576,1972-04-27,1977-06-26,1978-04-29
KORI-2,"KOREA, REPUBLIC OF",Operational,PWR  ,640,1977-12-04,1983-04-22,1983-07-25
KORI-3,"KOREA, REPUBLIC OF",Operational,PWR  ,1011,1979-10-01,1985-01-22,1985-09-30
KORI-4,"KOREA, REPUBLIC OF",Operational,PWR  ,1010,1980-04-01,1985-11-15,1986-04-29
SHIN-KORI-1,"KOREA, REPUBLIC OF",Operational,PWR  ,999,2006-06-16,2010-08-04,2011-02-28
SHIN-KORI-2,"KOREA, REPUBLIC OF",Operational,PWR  ,998,2007-06-05,2012-01-28,2012-07-20
SHIN-WOLSONG-1,"KOREA, REPUBLIC OF",Operational,PWR  ,997,2007-11-20,2012-01-27,2012-07-31
SHIN-WOLSONG-2,"KOREA, REPUBLIC OF",Operational,PWR  ,960,2008-09-23,2015-02-26,2015-07-24
WOLSONG-1,"KOREA, REPUBLIC OF",Operational,PHWR ,657,1977-10-30,1982-12-31,1983-04-22
WOLSONG-2,"KOREA, REPUBLIC OF",Operational,PHWR ,649,1992-06-22,1997-04-01,1997-07-01
WOLSONG-3,"KOREA, REPUBLIC OF",Operational,PHWR ,665,1994-03-17,1998-03-25,1998-07-01
